기준_날짜,집계_기준,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,기준_시간
20240105,도착시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,2.0,10.0,1224.0,1545.0
20240105,도착시간,ST-2263,진관동_108_6,ST-1035,불광2동_021_1,1.0,11.0,1670.0,1630.0
20240105,도착시간,ST-2263,진관동_108_6,ST-2782,갈현1동_039_1,1.0,35.0,2170.0,1315.0
20240105,출발시간,ST-2263,진관동_108_6,ST-1035,불광2동_021_1,1.0,11.0,1670.0,1620.0
20240105,출발시간,ST-2263,진관동_108_6,ST-2783,갈현1동_039_2,1.0,6.0,1380.0,845.0
20240105,도착시간,ST-2263,진관동_108_6,ST-2783,갈현1동_039_2,1.0,6.0,1380.0,855.0
20240105,도착시간,ST-2263,진관동_108_6,ST-1029,녹번동_041_1,1.0,21.0,4230.0,850.0
20240105,출발시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,3.0,850.0,805.0
20240105,도착시간,ST-2263,진관동_108_6,ST-1036,역촌동_001_1,1.0,14.0,2893.0,825.0
20240105,출발시간,ST-2263,진관동_108_6,ST-1029,녹번동_041_1,1.0,21.0,4230.0,830.0
20240105,도착시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,3.0,850.0,810.0
20240105,출발시간,ST-2263,진관동_108_6,ST-1036,역촌동_001_1,1.0,14.0,2893.0,810.0
20240105,도착시간,ST-2263,진관동_108_6,ST-1329,진관동_031_1,1.0,14.0,1691.0,1215.0
20240105,도착시간,ST-3126,진관동_096_1,ST-1480,진관동_108_2,1.0,7.0,1570.0,1235.0
20240105,출발시간,ST-2263,진관동_108_6,ST-2782,갈현1동_039_1,1.0,35.0,2170.0,1240.0
20240105,출발시간,ST-3126,진관동_096_1,ST-1480,진관동_108_2,1.0,7.0,1570.0,1230.0
20240105,도착시간,ST-2263,진관동_108_6,ST-452,진관동_013_1,1.0,18.0,2630.0,2015.0
20240105,도착시간,ST-3126,진관동_096_1,ST-481,구산동_062_1,1.0,13.0,2890.0,2110.0
20240105,출발시간,ST-3126,진관동_096_1,ST-481,구산동_062_1,1.0,13.0,2890.0,2100.0
20240105,출발시간,ST-2263,진관동_108_6,ST-2824,갈현1동_032_1,1.0,9.0,1521.0,2220.0
